sector,quarter,z_hat,nll,success,n_obs_cells,n_total
PRIMAIRES & ÉNERGIE,2016-04-01,-1.0320583922045734,93.99008947087,True,15,125
PRIMAIRES & ÉNERGIE,2016-07-01,1.0799482069880144,78.04100524717867,True,16,196
PRIMAIRES & ÉNERGIE,2016-10-01,0.47960722382257726,26.106488661193907,True,10,208
PRIMAIRES & ÉNERGIE,2017-01-01,-0.6805440978949933,15.947235142288992,True,8,207
PRIMAIRES & ÉNERGIE,2017-04-01,-1.4646062968689924,55.42171481965264,True,10,198
PRIMAIRES & ÉNERGIE,2017-07-01,-0.7668256203261415,61.11470354139218,True,12,203
PRIMAIRES & ÉNERGIE,2017-10-01,-1.9415133923273253,62.69703835992303,True,10,192
PRIMAIRES & ÉNERGIE,2018-01-01,-0.5102211628833306,22.26080059288556,True,8,210
PRIMAIRES & ÉNERGIE,2018-04-01,-0.9661692684682808,23.021927354012526,True,9,207
PRIMAIRES & ÉNERGIE,2018-07-01,0.12465256307967251,27.14504759490037,True,11,203
PRIMAIRES & ÉNERGIE,2018-10-01,-0.7203420757757892,15.767775409500356,True,7,205
PRIMAIRES & ÉNERGIE,2019-01-01,0.3877735181633893,12.927569742091185,True,8,208
PRIMAIRES & ÉNERGIE,2019-04-01,0.29133287446968675,32.97358357972557,True,9,214
PRIMAIRES & ÉNERGIE,2019-07-01,0.45619631893122764,37.82562082186498,True,12,213
PRIMAIRES & ÉNERGIE,2019-10-01,0.776170777217557,22.535446877691903,True,10,213
PRIMAIRES & ÉNERGIE,2020-01-01,1.6645258057449812,73.75672347471458,True,12,194
PRIMAIRES & ÉNERGIE,2020-04-01,2.366776719497727,90.20222319119894,True,12,179
PRIMAIRES & ÉNERGIE,2020-07-01,1.1025922054784059,101.46730557581566,True,13,220
PRIMAIRES & ÉNERGIE,2020-10-01,-0.34143225239906666,54.03461809478121,True,12,248
PRIMAIRES & ÉNERGIE,2021-01-01,-0.16790737095656508,40.23637362557697,True,13,241
PRIMAIRES & ÉNERGIE,2021-04-01,-0.9501683103870598,38.699036765812565,True,13,232
PRIMAIRES & ÉNERGIE,2021-07-01,-1.4733095504513538,60.22045899181824,True,12,223
PRIMAIRES & ÉNERGIE,2021-10-01,-1.5846283932168017,55.052774682801314,True,13,228
PRIMAIRES & ÉNERGIE,2022-01-01,-1.35494106187886,55.44751851307721,True,12,235
PRIMAIRES & ÉNERGIE,2022-04-01,-1.1158159222736315,46.00290276106693,True,13,246
PRIMAIRES & ÉNERGIE,2022-07-01,-1.4785533895087095,61.52383862307059,True,12,232
PRIMAIRES & ÉNERGIE,2022-10-01,-0.9555809962310734,48.33760008844229,True,13,230
PRIMAIRES & ÉNERGIE,2023-01-01,-0.33894700931945104,7.2571997643492905,True,8,233
PRIMAIRES & ÉNERGIE,2023-04-01,-0.10819866963613113,2.2250867352881594,True,6,230
PRIMAIRES & ÉNERGIE,2023-07-01,-0.11223474047324715,2.203988045265195,True,6,228
PRIMAIRES & ÉNERGIE,2023-10-01,0.11545406774300311,7.3205742247442025,True,7,229
PRIMAIRES & ÉNERGIE,2024-01-01,-0.11522536369276296,2.157832279950936,True,6,224
PUBLIC & SERVICES NON-MARCHANDS,2011-04-01,-0.6910720121942803,0.03779191835864046,True,2,4
PUBLIC & SERVICES NON-MARCHANDS,2011-07-01,-0.5753413972784693,0.3222216621584264,True,6,36
PUBLIC & SERVICES NON-MARCHANDS,2011-10-01,-0.5389259221242665,0.38526056989316293,True,6,42
PUBLIC & SERVICES NON-MARCHANDS,2012-01-01,-0.4639408120732567,0.5474380949598151,True,7,58
PUBLIC & SERVICES NON-MARCHANDS,2012-04-01,-0.4945298991589288,0.932417890478324,True,7,98
PUBLIC & SERVICES NON-MARCHANDS,2012-07-01,1.7735586009543753,18.052891569583657,True,10,150
PUBLIC & SERVICES NON-MARCHANDS,2012-10-01,1.2466224088498299,25.536665030650145,True,11,153
PUBLIC & SERVICES NON-MARCHANDS,2013-01-01,-0.5173816165605392,1.5096548514142907,True,7,158
PUBLIC & SERVICES NON-MARCHANDS,2013-04-01,1.2215521531887703,24.92697235174528,True,11,155
PUBLIC & SERVICES NON-MARCHANDS,2013-07-01,0.6533180032651105,58.21216683476197,True,12,156
PUBLIC & SERVICES NON-MARCHANDS,2013-10-01,-0.42753336593788754,12.832387512427418,True,9,162
PUBLIC & SERVICES NON-MARCHANDS,2014-01-01,-1.6563105860792833,31.510407817669606,True,11,156
PUBLIC & SERVICES NON-MARCHANDS,2014-04-01,-1.974978687461951,11.417536814210823,True,9,158
PUBLIC & SERVICES NON-MARCHANDS,2014-07-01,0.8725814714871943,10.570999578841791,True,9,158
PUBLIC & SERVICES NON-MARCHANDS,2014-10-01,-1.8943678041437395,10.609643513323016,True,9,160
PUBLIC & SERVICES NON-MARCHANDS,2015-01-01,-1.0746406571128648,27.60464900798576,True,10,169
PUBLIC & SERVICES NON-MARCHANDS,2015-04-01,-0.5140376019795206,22.01801240389546,True,10,172
PUBLIC & SERVICES NON-MARCHANDS,2015-07-01,-1.127900864530383,28.269879658684744,True,11,177
PUBLIC & SERVICES NON-MARCHANDS,2015-10-01,0.13314406271724114,17.04516241989068,True,9,175
PUBLIC & SERVICES NON-MARCHANDS,2016-01-01,-1.157283464058666,17.015600513444223,True,9,173
PUBLIC & SERVICES NON-MARCHANDS,2016-04-01,-0.5906556414949448,23.143667994094393,True,10,172
PUBLIC & SERVICES NON-MARCHANDS,2016-07-01,-0.03557205414810007,27.275078513768864,True,9,211
PUBLIC & SERVICES NON-MARCHANDS,2016-10-01,-0.5212390622798497,22.88169318381927,True,9,222
PUBLIC & SERVICES NON-MARCHANDS,2017-01-01,-0.533951062668354,12.429137247465583,True,8,232
PUBLIC & SERVICES NON-MARCHANDS,2017-04-01,0.405682980119065,22.742471713785946,True,10,246
PUBLIC & SERVICES NON-MARCHANDS,2017-07-01,0.9402867293306436,30.352935475887183,True,10,282
PUBLIC & SERVICES NON-MARCHANDS,2017-10-01,-0.10145258148222963,30.986942832946607,True,11,347
PUBLIC & SERVICES NON-MARCHANDS,2018-01-01,-0.10513508424666015,19.450429143393563,True,9,423
PUBLIC & SERVICES NON-MARCHANDS,2018-04-01,-0.40009760444831327,14.531845665582418,True,8,450
PUBLIC & SERVICES NON-MARCHANDS,2018-07-01,0.13281856259383854,24.784525070741974,True,10,478
PUBLIC & SERVICES NON-MARCHANDS,2018-10-01,-0.3675115593832197,15.394168681404965,True,8,502
PUBLIC & SERVICES NON-MARCHANDS,2019-01-01,-0.35978066948693016,15.71672518963876,True,8,536
PUBLIC & SERVICES NON-MARCHANDS,2019-04-01,0.7066098772530364,29.16860457272997,True,9,555
PUBLIC & SERVICES NON-MARCHANDS,2019-07-01,0.38533714630779825,51.368774627349275,True,10,552
PUBLIC & SERVICES NON-MARCHANDS,2019-10-01,1.366351564808809,51.22639182731654,True,9,612
PUBLIC & SERVICES NON-MARCHANDS,2020-01-01,2.7206241899161197,107.31103531252265,True,11,614
PUBLIC & SERVICES NON-MARCHANDS,2020-04-01,2.733453567262455,113.97506323646373,True,11,670
PUBLIC & SERVICES NON-MARCHANDS,2020-07-01,1.4729965479951042,138.82819143772974,True,13,794
PUBLIC & SERVICES NON-MARCHANDS,2020-10-01,0.536743678680042,84.67033054344587,True,15,845
PUBLIC & SERVICES NON-MARCHANDS,2021-01-01,-0.31362822433965215,76.8209999933641,True,15,875
PUBLIC & SERVICES NON-MARCHANDS,2021-04-01,-0.17575233677308352,53.14277640349483,True,13,932
PUBLIC & SERVICES NON-MARCHANDS,2021-07-01,-0.891849091949483,71.8926164697637,True,12,960
PUBLIC & SERVICES NON-MARCHANDS,2021-10-01,-1.1114352205342095,82.01929670963682,True,14,994
PUBLIC & SERVICES NON-MARCHANDS,2022-01-01,-0.8527345267040918,71.83734123154021,True,13,1092
PUBLIC & SERVICES NON-MARCHANDS,2022-04-01,-0.6101168295277101,70.92239756341407,True,14,1160
PUBLIC & SERVICES NON-MARCHANDS,2022-07-01,0.725419946635805,64.65489513455748,True,12,1203
PUBLIC & SERVICES NON-MARCHANDS,2022-10-01,0.32788411189357836,57.312153581420965,True,9,1241
PUBLIC & SERVICES NON-MARCHANDS,2023-01-01,-0.17822745261949827,22.232908361263902,True,8,1262
PUBLIC & SERVICES NON-MARCHANDS,2023-04-01,0.14116128402833616,37.273776589760274,True,9,1259
PUBLIC & SERVICES NON-MARCHANDS,2023-07-01,0.3499823247732329,36.37349056383644,True,8,1259
PUBLIC & SERVICES NON-MARCHANDS,2023-10-01,0.7331350179835964,55.94659639280961,True,9,1261
PUBLIC & SERVICES NON-MARCHANDS,2024-01-01,0.6781194627363849,58.18026068716851,True,9,1322
